imagenes,px,py,pz,qw,qx,qy,qz,t1,t2,t3,t4,t5,t6
ejemplo_0012,0.799804910072931,0.037567935568803,0.143734167211751,0.054179009565413,0.766069733891579,0.336475110163376,0.544964492401423,0,3.97935069454708,4.45058959258554,2.84505381931922,4.06257672183643,0.982702860578847
ejemplo_0013,0.905115448972821,0.071745618762325,-0.03030032558291,-0.466575075584008,-0.582886578402216,-0.256451756388417,0.613826874784439,0,3.97935069454708,4.71238898038469,4.87133078554575,6.15022364897451,4.78018283959243
ejemplo_0014,0.804837719745662,0.042019264499474,0.148868850092705,0.200912221905764,0.759065730142612,0.449142068469598,0.426292034575833,0,3.97935069454708,4.97418836818384,4.52096162828477,1.32076033092083,4.9077840840061
ejemplo_0015,0.948901573216713,-0.081254215147588,0.097639180905842,0.096686978359232,0.746212133377958,-0.658122099512773,0.026351135614566,0,3.97935069454708,2,0.156486969401847,2.86046992624172,1.66594243755267
ejemplo_0016,0.797787776538139,-0.081746278071166,0.206718597801852,-0.183278998731661,0.708822529683902,-0.672242255644833,-0.109862549405978,0,3.97935069454708,2.0943951023932,3.51063933983511,0.366902394197631,1.93512829552832
ejemplo_0017,0.935154927201498,-0.07536837074787,0.096464159197344,-0.038600006414458,0.824353291242644,-0.54930801332881,-0.131196025911537,0,3.97935069454708,1.83259571459405,1.98670539489706,4.83426298117702,1.02872550195462
ejemplo_0018,0.849611540721743,0.013770079766169,-0.026064438137005,-0.528276401542187,-0.495709441218613,0.416565000438377,0.549244748604977,0,3.97935069454708,1.5707963267949,3.6172028548383,5.38400343561938,4.83644411776919
ejemplo_0019,0.919775254056476,-0.056004994549869,0.092655299372798,0.576420590561893,0.724965922231555,-0.340387721143798,0.162172481246854,0,3.97935069454708,1.30899693899575,3.2024853885226,3.13512336970297,2.21405812310019
ejemplo_0020,0.914753586364899,0.076671600193961,-0.028393273967704,-0.161805300917014,0.717907671879945,0.670326399995774,-0.095342208490137,0,4.18879020478639,4.28318530717959,4.75217754673113,1.6077450981053,1.4589683303164
ejemplo_0021,0.764037105182336,-0.07536672554173,0.154776692201197,-0.072023308629673,0.736015395597321,-0.64192462544319,0.202550625048095,0,4.18879020478639,4.18879020478639,1.03854399367919,4.83711418567098,5.47724091620414
ejemplo_0022,0.908308555642616,-0.080647285330219,-0.048350486121646,0.700663504352128,-0.092576630149814,-0.049041263888695,0.705758581708575,0,4.18879020478639,4.45058959258554,3.63951991614426,5.21862289186925,3.83348532344361
ejemplo_0023,0.895813761193859,0.03637238425689,-0.013595110281276,-0.436851340916377,0.737554301103549,0.448973155153142,-0.252185774410555,0,4.18879020478639,4.71238898038469,3.82035381735518,3.13095142772539,1.31216621824862
ejemplo_0024,0.891194785019864,0.009012100717311,0.114319652599153,0.295148242806729,0.930353262956241,0.117031300317705,0.18339573501236,0,4.18879020478639,4.97418836818384,4.68761324599047,2.03888956517804,0.898313119279273
ejemplo_0025,0.816663763716176,0.069594546491384,0.187924698583385,0.599319322266048,-0.540068295601365,-0.148105906412569,-0.572020302550979,0,4.18879020478639,2,1.1624067839325,3.22518937614645,1.31788928824745
ejemplo_0026,0.934205385968816,-0.076387847319799,0.110761672347302,0.27509986834609,0.772483282895783,-0.561796721680574,0.109426155883667,0,4.18879020478639,2.0943951023932,5.06479758973484,3.00013616420398,6.02616712524009
ejemplo_0027,0.912492033908319,0.079234170829906,-0.014092992908031,-0.444543897256985,-0.561497847525907,-0.41033875641694,0.564555573542184,0,4.18879020478639,1.83259571459405,5.73658464511252,0.949124165120665,3.38230310182522
ejemplo_0028,0.912627565626758,-0.020618572572884,0.044097796380469,-0.208383011324178,0.930035246038033,-0.068638238893785,-0.294787642006924,0,4.18879020478639,1.5707963267949,1.50614329712694,0.092932638080185,6.15543908669764
ejemplo_0029,0.829366744484323,-0.008030642479147,0.165954395979777,-0.185783538570066,0.813884248439179,-0.178800080686856,0.520679784594476,0,4.18879020478639,1.30899693899575,0.393964271049342,2.7188919200607,4.04824962573163
ejemplo_0030,0.821245152726534,0.054984591446204,0.154565533046397,-0.172509371487054,0.808771376735198,0.313475103333879,0.466757685006693,0,4.39822971502571,4.28318530717959,3.46964524183393,6.2568485085252,3.08213071460941
ejemplo_0031,0.836305810183193,0.06462397690372,0.157207251597032,0.682614429849072,-0.491427435103527,-0.050979244694576,-0.538458663965736,0,4.39822971502571,4.18879020478639,3.67531808544611,3.51137040030205,5.82810030186689
ejemplo_0032,0.90787469134166,0.067361826026059,0.115935468382841,0.168254732851439,0.871000002746259,0.455801963382422,-0.072759262405798,0,4.39822971502571,4.45058959258554,2.12698999132924,0.42077931140944,0.150954600025464
ejemplo_0033,0.92184523763494,-0.068816568114832,0.007745174859212,0.375906557178873,0.713889127654825,-0.590731053206556,-0.009664184581889,0,4.39822971502571,4.71238898038469,5.4350971887962,1.8464925176056,2.03729087909161
ejemplo_0034,0.873969102238478,-0.027357251802658,-0.028159997757893,-0.399754681199825,0.690354932548707,0.103259999856391,-0.594090594433336,0,4.39822971502571,4.97418836818384,1.15654078345206,1.46991081680968,0.348861151790594
ejemplo_0035,0.805527063896868,0.044860070168023,0.178136913728104,0.005151938075318,0.787093110488228,0.349587642753321,0.508179469272629,0,4.39822971502571,2,6.23615497634933,3.64959839843679,2.59081332064546
ejemplo_0036,0.86354900114527,-0.001589252762031,0.163303551376652,0.567232365067842,0.72522916649311,0.232074416549038,0.313738051996686,0,4.39822971502571,2.0943951023932,3.7726479690837,0.928927741572032,2.22923579280478
ejemplo_0037,0.818512888890173,0.065867675592561,0.186773173227877,-0.31872827988478,0.749605980687898,0.331400337863245,0.476106052663429,0,4.39822971502571,1.83259571459405,2.48728131976652,4.93214968806805,5.18109326857506
ejemplo_0038,0.895727473623518,0.056372453754361,0.145017004681493,0.653185796184798,-0.652111662819051,-0.18994232250057,-0.334694799781672,0,4.39822971502571,1.5707963267949,4.76786311171762,1.28580483286566,5.87217910749388
ejemplo_0039,0.885719988055402,0.042291561682082,-0.004408115730657,-0.279507757187592,0.754482327847276,0.473371299014047,-0.358540714435434,0,4.39822971502571,1.30899693899575,1.82084208594507,1.54148249387382,2.32742422437888
ejemplo_0040,0.842203708354848,-0.004277058368296,-0.043347491120609,-0.123894506092918,-0.692302519843992,0.161431212002551,0.692320255495272,0,4.60766922526503,4.28318530717959,3.0596163981266,5.33963796203804,0.206297302036461
ejemplo_0041,0.922665930278194,0.058985067549844,0.033435303109659,-0.079665681593921,0.876575411166746,0.427542193455142,-0.206098521415348,0,4.60766922526503,4.18879020478639,5.49434204490863,3.83645909130965,0.232980668675751
ejemplo_0042,0.932540860788339,-0.072626514954609,0.032338987874761,0.591842005024448,-0.557938095936565,0.219216331610046,0.538862062263392,0,4.60766922526503,4.45058959258554,2.9169819569176,2.92662384194153,0.479054787796368
ejemplo_0043,0.895659443042723,-0.004966278996643,-0.003890085948129,-0.046639769963711,0.896031450075706,-0.010696945085432,-0.441404517080193,0,4.60766922526503,4.71238898038469,3.22417958774211,4.85905517279895,4.0591166759399
ejemplo_0044,0.861037131491289,0.081452044203426,0.184600168415969,-0.176774768958406,0.730480436344134,0.63046166822277,0.194080133140791,0,4.60766922526503,4.97418836818384,4.94630289983048,2.12213791455713,2.89186368996999
ejemplo_0045,0.915567578981836,0.080554110051728,0.167114777787748,0.137567649878574,0.763821725494045,0.619586777681307,-0.11731895964711,0,4.60766922526503,2,5.5460490822662,4.8144757692537,1.61660403878205
ejemplo_0046,0.888139049298494,-0.046500818791197,0.004718079274726,0.639627281157682,-0.481370744992778,-0.174812314220293,0.573236253093674,0,4.60766922526503,2.0943951023932,0.693714622211687,5.33111347714047,2.12418650007376
ejemplo_0047,0.882969719484209,0.02647398266728,0.003038876082679,-0.20889415918147,0.80148705755997,0.320474773132283,-0.459649482333592,0,4.60766922526503,1.83259571459405,4.12970348606877,1.95019755435299,4.35084553799951
ejemplo_0048,0.92582947312487,0.074966293376452,0.128768482579905,-0.538553625830225,0.641345576806161,0.450999951888489,0.308601501313378,0,4.60766922526503,1.5707963267949,2.11808724925169,4.8322649888439,1.82173847251092
ejemplo_0049,0.888737518664863,0.043019665218997,0.001140236912209,-0.146888825548119,0.79905221081493,0.404310056470246,-0.420086438198014,0,4.60766922526503,1.30899693899575,3.57258700468672,2.13420457564185,3.65525299186063
ejemplo_0050,0.887706719271015,-0.047941759380026,0.129794216959691,-0.376813296937592,0.856482505876896,-0.35176981419305,0.026598011212161,0,4.81710873550435,4.28318530717959,2.83932362056255,4.1062243942373,3.78473563484739
ejemplo_0051,0.894127450434369,-0.040282856870007,-0.011704349067132,0.202197466013049,0.815933387779081,-0.392448833891633,-0.373299885108945,0,4.81710873550435,4.18879020478639,0.433058013195769,4.14599851125121,3.64601122092369
ejemplo_0052,0.929374011027479,-0.068191115218643,0.06939839244786,-0.232538770491953,0.8341883323258,-0.421726895119403,-0.268704247012469,0,4.81710873550435,4.45058959258554,3.69859427288452,2.63219546787506,4.13873178654476
ejemplo_0053,0.791059469953339,0.048425729449238,0.158120233939691,0.091196857650647,0.749647082825328,0.450397127044814,0.476292780037554,0,4.81710873550435,4.71238898038469,3.37869809328626,0.380195764899277,2.4579153828927
ejemplo_0054,0.856483508021634,-0.059804570529216,0.159991340679019,0.232121178556072,0.843645996025804,-0.334329161668305,0.350150258479896,0,4.81710873550435,4.97418836818384,0.178717330498792,5.6933135763183,2.72474259357764
ejemplo_0055,0.907961915758858,-0.060145742102417,0.141167464569736,0.602442241536303,0.691070667939392,-0.283963860148271,0.280801003659548,0,4.81710873550435,2,5.36254170262558,5.3464652225452,0.837182265902207
ejemplo_0056,0.9123729686124,-0.056980075483615,0.034049850917134,-0.417445406190955,0.730805216684313,-0.183565598867339,-0.507904261676881,0,4.81710873550435,2.0943951023932,3.22770404187256,2.20159995732311,3.77873147073304
ejemplo_0057,0.950767259004092,0.080968335295406,0.082969137414432,0.108766686438791,0.743381658025592,0.635860149161746,-0.176735364713033,0,4.81710873550435,1.83259571459405,1.65754062680125,0.032979594021192,0.281344447070183
ejemplo_0058,0.919386545906502,0.063870095084402,0.121137962741436,-0.15160067101237,0.888060932495571,0.433556813395952,0.019836992757073,0,4.81710873550435,1.5707963267949,5.72086650742752,2.67155233803812,3.60990701997937
ejemplo_0059,0.884407926562369,-0.061429074447241,0.163155939283549,0.682964852939155,0.584762980559208,-0.164385402374316,0.405695336063336,0,4.81710873550435,1.30899693899575,5.40184519661909,4.02102770308331,2.94522427712263
ejemplo_0060,0.870562848576925,0.059198651393815,0.151037626300717,-0.327463290709118,0.830603988373185,0.300852055816496,0.335190763965091,0,5.02654824574367,4.28318530717959,5.06783574436195,4.05008784643773,3.93103731248908
ejemplo_0061,0.941100096278181,-0.082108355176141,-0.007491673762999,-0.312713635422805,0.641167780317064,-0.608273016309819,-0.348020110529976,0,5.02654824574367,4.18879020478639,5.88848832541131,3.9108447041104,2.34014004543109
ejemplo_0062,0.949542527236868,0.082050749066155,0.101553882517414,0.342988665606853,0.645140887044002,0.590110006111381,-0.343398007880847,0,5.02654824574367,4.45058959258554,0.771767461101234,5.89367916789715,5.5359133960265
ejemplo_0063,0.923044200486918,-0.081887470207862,-0.027986802946414,-0.222888564042562,0.673272785409972,-0.643817327594276,-0.287269373819605,0,5.02654824574367,4.71238898038469,6.23920181170086,5.7391416971237,2.29486642754576
ejemplo_0064,0.895180164846613,-0.026158329130703,0.000827705723536,-0.265263995360614,0.832349674940312,-0.036269204006093,-0.485297410082565,0,5.02654824574367,4.97418836818384,4.86928787930116,2.35254287785354,1.78889359390052
ejemplo_0065,0.854987482608014,0.037503111805555,-0.008947399402792,-0.449168552441288,-0.554617916580885,0.144302329019728,0.685436660782569,0,5.02654824574367,2,0.460832527996615,4.01186628469043,3.2103559373022
ejemplo_0066,0.861642264644272,-0.06188171488053,0.185514816738798,0.110290346609981,0.868882981695094,-0.398054285666385,0.27282080057781,0,5.02654824574367,2.0943951023932,5.65131132052195,3.54529309231937,6.09874875115758
ejemplo_0067,0.857857585318209,-0.010894250671936,-0.005996400140878,-0.486904584477794,0.577294627821746,0.35181818752524,-0.553063107817827,0,5.02654824574367,1.83259571459405,1.30094158350485,0.71188366758787,3.73958700794194
ejemplo_0068,0.793959341884658,0.019753733214178,0.178306872454231,0.335589645209884,0.646700361010316,0.452435162416241,0.514257383910451,0,5.02654824574367,1.5707963267949,0.113567641909668,3.35681841177161,0.811597150612435
ejemplo_0069,0.932773492052705,0.080272038670912,0.1423977208107,-0.403375205231305,0.665988215567553,0.5554621822781,0.29190735617418,0,5.02654824574367,1.30899693899575,5.23922507951703,3.89149075828875,2.54085080743532
ejemplo_0070,0.895086921303342,-0.03784174414375,0.124594924278617,-0.263356453180816,0.923055842112144,-0.270309286108647,0.074459255664389,0,5.23598775598299,4.28318530717959,4.6012582697001,6.07696957075093,3.3769172526758
ejemplo_0071,0.873063966990255,0.021073414207537,-0.021622214153864,0.216084877856575,0.77294941083239,-0.00113123287291,-0.596536045991989,0,5.23598775598299,4.18879020478639,1.64331980714672,4.30520609491164,3.48746213952614
ejemplo_0072,0.892380556374786,0.060881291629606,-0.016545633625805,0.022507450923591,0.763858438615734,0.471241893494379,-0.440391619157639,0,5.23598775598299,4.45058959258554,4.76909987110962,5.7630943211617,5.28084601317782
ejemplo_0073,0.836228037696379,0.027369926556216,0.161323923137453,0.14019130495252,0.844859208553634,0.26985291348079,0.440157609071757,0,5.23598775598299,4.71238898038469,2.14786407045602,2.61025680997805,0.823054627711969
ejemplo_0074,0.848471280529088,0.080316975601103,0.192837602349178,-0.348826518370738,0.686072507059698,0.530952614614509,0.354561554842297,0,5.23598775598299,4.97418836818384,5.11908949804393,4.0340742667968,5.54262522631592
ejemplo_0075,0.954928566712755,-0.08189661618752,0.074796637952101,0.215506384397319,0.695552504829686,-0.668574558207484,0.150903185608563,0,5.23598775598299,2,5.33140503798145,5.67511272488625,2.72382765091225
ejemplo_0076,0.818549402801729,-0.007303332737631,0.187023775630206,0.444853595836791,0.66821078087946,0.283028456022958,0.524875722117912,0,5.23598775598299,2.0943951023932,5.01852857400638,3.22744515914911,2.73164590734802
ejemplo_0077,0.864426107983571,-0.051594203723852,-0.006776161100243,0.373695157884422,-0.608013221469669,0.088454625946473,0.694872384427876,0,5.23598775598299,1.83259571459405,0.58674162608537,0.912440654725039,1.98678241415721
ejemplo_0078,0.899463564621437,-0.030885099505745,0.142118925687721,-0.617949887215437,0.751311541483628,-0.230477966370378,-0.023426727080357,0,5.23598775598299,1.5707963267949,4.56986791315466,5.12686117722987,1.78137785726639
ejemplo_0079,0.898729827419466,-0.069879496517726,0.001817401807338,-0.04370455131845,0.738489136227764,-0.552119408618837,-0.384561915033211,0,5.23598775598299,1.30899693899575,3.76587416135884,0.472047719945799,1.02715772383075
ejemplo_0080,0.830193443156916,0.079347392662263,0.191584256356571,-0.404436913246439,0.660402721054595,0.471770322713301,0.421582485208254,0,5.44542726622231,4.28318530717959,2.19846976573074,1.2433200949888,2.53088305190259
ejemplo_0081,0.763486503836015,0.07105489435489,0.166324632413985,-0.133156274183062,0.720279228020166,0.517567201861156,0.442257201056096,0,5.44542726622231,4.18879020478639,4.96019799352921,5.18320640162658,2.43076285886193
ejemplo_0082,0.850559945775305,-0.0153872350287,-0.028165108133842,0.396012004742891,0.609806479425896,-0.47511573635643,-0.495555836224535,0,5.44542726622231,4.45058959258554,6.01884017372418,3.82604751895062,2.80404147573682
ejemplo_0083,0.857062373664483,-0.07387858799035,0.178951982237226,0.10240281938851,0.82149227696318,-0.520205194964114,0.20988248284095,0,5.44542726622231,4.71238898038469,5.76366533449794,1.01324114149031,1.78802455920385
ejemplo_0084,0.86285561955519,0.034875423091019,0.157956076520352,0.546349128130058,0.730594082343643,0.388018502516219,0.131059371053909,0,5.44542726622231,4.97418836818384,3.00579798281876,1.9748459922575,3.89525384194726
ejemplo_0085,0.900043881620747,-0.003670089520712,0.037908608969557,-0.206413166614041,0.888032368345923,0.069029936736331,-0.405002450921564,0,5.44542726622231,2,2.67349028087525,5.76269310356994,2.14790163176144
ejemplo_0086,0.904598254341141,-0.077106622606237,0.003428074344911,0.459413715931257,-0.550017937114429,0.345789908635638,0.605680316299266,0,5.44542726622231,2.0943951023932,3.19924983775885,1.6136332024072,0.277578517122457
ejemplo_0087,0.919135326767364,0.047909091246869,0.10820083486209,0.183490578936686,0.927983725219945,0.281972268842706,-0.160215644592188,0,5.44542726622231,1.83259571459405,6.0955263650546,6.21979664802493,1.10724396190313
ejemplo_0088,0.897648243732083,-0.006259212545953,0.031253068218657,-0.604409059211358,0.668933830579058,0.257400919716196,-0.347795897013357,0,5.44542726622231,1.5707963267949,0.425130563033235,3.95682806663024,1.60651418132074
ejemplo_0089,0.922255899809517,-0.064485521786861,0.05031504392266,0.149700524990659,0.822089419923614,-0.512543438272219,-0.19763087398296,0,5.44542726622231,1.30899693899575,1.48069866842542,0.714839686505854,4.28852786340575
ejemplo_0090,0.908292939369335,0.090749719267586,-0.045041158441079,-0.092908474423564,0.713155701639169,0.681553848685923,-0.135134421748256,0.785398163397448,3.76991118430776,4.28318530717959,4.64493195499946,4.96310557655639,3.61382929407177
ejemplo_0091,0.911690299686032,-0.065435133690623,-0.043106718142509,-0.311105829198489,0.652511344636522,-0.502895413994716,-0.473854735908001,0.785398163397448,3.76991118430776,4.18879020478639,0.103840639389261,6.19770515822218,3.0418437919127
ejemplo_0092,0.921784732141911,-0.056016187805503,0.084983893553272,-0.169114265758916,0.861378476644985,-0.456486473949029,-0.145077855619561,0.785398163397448,3.76991118430776,4.45058959258554,1.48169630728103,2.06218017644492,5.48024432163874
ejemplo_0093,0.87606716161125,0.012201484975451,-0.035148022199511,0.120729564404619,0.820037174752214,-0.087674549345945,-0.552518395802406,0.785398163397448,3.76991118430776,4.71238898038469,0.918433954023016,2.16891640519313,0.631493267527119
ejemplo_0094,0.94129956401476,0.092690408152961,0.073746069406845,0.046021858982205,0.777224589441074,0.615101100801769,-0.124316378069938,0.785398163397448,3.76991118430776,4.97418836818384,0.843596329884377,2.4190887484588,4.77278234674373
ejemplo_0095,0.833973718754261,-0.044963044067271,0.17240789669396,0.240716352440487,0.811090678483718,-0.283377864840749,0.451535751256605,0.785398163397448,3.76991118430776,2,5.94233307180718,2.76786230635276,0.638309551896711
ejemplo_0096,0.856076744326396,-0.030828865586416,0.162290947460019,0.078766725618608,0.890947371493128,-0.252885545019623,0.368859709489851,0.785398163397448,3.76991118430776,2.0943951023932,3.96509135718076,2.31081473894329,5.88164015545477
ejemplo_0097,0.896052243286022,0.07864913411521,-0.012737529218994,0.659851394620489,0.362217012566759,-0.086796707543174,-0.652580496478613,0.785398163397448,3.76991118430776,1.83259571459405,1.12949519886018,5.50679569953315,6.00678176929184
ejemplo_0098,0.926215301461861,0.090216342784879,0.006004381093889,-0.075001206070678,0.745758226403888,0.643952205702086,-0.153443942892149,0.785398163397448,3.76991118430776,1.5707963267949,3.66163927897659,3.2800973859354,2.94731633463393
ejemplo_0099,0.816392650916409,0.082339049322789,0.178686993478911,-0.269404835683436,0.758277110486731,0.427114673904586,0.412322584341015,0.785398163397448,3.76991118430776,1.30899693899575,0.748387221783581,5.30184609390759,2.69306355343156
ejemplo_0100,0.920228075605553,-0.06371829694245,0.10892822982189,0.281106438347172,0.778853171622708,-0.533764390407677,0.171646389142732,0.785398163397448,3.97935069454708,4.28318530717959,5.64592282958664,3.11515911434941,3.24192471982075
ejemplo_0101,0.926417298675139,-0.050480228638973,0.033949400114917,-0.417759935295593,0.76684600787549,-0.290701870192427,-0.391045086062811,0.785398163397448,3.97935069454708,4.18879020478639,2.87179976093638,2.16123081027676,0.128291900391488
ejemplo_0102,0.906843183118183,0.045354938234612,0.00225512086082,-0.34760178471825,0.841843162855146,0.333101003459499,-0.243960672873738,0.785398163397448,3.97935069454708,4.45058959258554,6.13334697780048,0.481037441836527,4.85221871156405
ejemplo_0103,0.900778894662498,-0.006462151358846,-0.005858846285206,0.283670956678609,0.862002128869228,-0.249547810498518,-0.337948233369191,0.785398163397448,3.97935069454708,4.71238898038469,1.54576880807728,1.39064709086555,1.22055603604877
ejemplo_0104,0.910532555664878,-0.048739607079462,0.103207789779068,0.594550150400618,0.693287502049134,-0.301054898118993,0.274278155308871,0.785398163397448,3.97935069454708,4.97418836818384,0.404767985730089,4.24342300788176,1.90737083346524
ejemplo_0105,0.8966062488622,0.062168846498673,0.003731015091137,-0.221698584864053,0.789739547425864,0.469230530448703,-0.327083925003503,0.785398163397448,3.97935069454708,2,0.928146246030352,1.63634688126135,4.08057060392784
ejemplo_0106,0.913240326894122,0.025603764091969,0.09076450597107,0.642328065773242,0.761201867796092,0.033923172376185,-0.082677631555837,0.785398163397448,3.97935069454708,2.0943951023932,3.87338627555648,4.89934992233108,1.08447495233022
ejemplo_0107,0.895826303408307,-0.057700397093372,0.153694063861435,0.158480753618222,0.855440377915316,-0.466323853368306,0.160148913029204,0.785398163397448,3.97935069454708,1.83259571459405,2.50839279254372,0.346776217180054,4.22582290961868
ejemplo_0108,0.92567049290156,-0.069292246175488,-0.020789177484345,-0.076004293782231,0.705057494875713,-0.693357121973,-0.127957718233665,0.785398163397448,3.97935069454708,1.5707963267949,4.45198638621154,5.09960711243033,2.60726713801542
ejemplo_0109,0.91959298534855,0.06822191723366,0.08928897846892,-0.180216417846005,0.908327577377633,0.376323890883186,-0.029041075472081,0.785398163397448,3.97935069454708,1.30899693899575,1.53146325527975,0.561840305178784,0.015217885351419
ejemplo_0110,0.887097286520151,-0.023546834394833,-0.02636088928938,-0.013155880928322,0.827357930934912,-0.261056959617131,-0.497146900575233,0.785398163397448,4.18879020478639,4.28318530717959,3.16516460166245,1.45714708276552,5.22805471462969
ejemplo_0111,0.871884974905619,-0.048630854000691,0.138599346617585,0.164451370271791,0.875222035051402,-0.367403095009648,0.268248209599886,0.785398163397448,4.18879020478639,4.18879020478639,4.82747065391898,4.90424990030618,4.39621315381298
ejemplo_0112,0.887606419556209,-0.050380123037941,-0.037172052934522,0.638393162634588,-0.383589930493284,-0.096912435200716,0.660243072685381,0.785398163397448,4.18879020478639,4.45058959258554,1.04764785922531,2.84298221180858,2.69238962382611
ejemplo_0113,0.912718838405914,-0.004328090737627,0.070487961398077,0.326107437316953,0.939090259141743,-0.108420971349968,0.002884004714498,0.785398163397448,4.18879020478639,4.71238898038469,1.7107357128442,2.79564572892235,3.83440903341933
ejemplo_0114,0.822814633665571,0.00417713837136,0.148593652655825,-0.412834641310139,0.705941672480724,-0.328399608619061,0.472617827687757,0.785398163397448,4.18879020478639,4.97418836818384,0.234596375883846,3.36824292335406,1.53459822915613
ejemplo_0115,0.915267738227809,0.062344016415327,0.105329109898162,0.520085715378562,0.790527043155084,0.23725699626004,-0.219742941696228,0.785398163397448,4.18879020478639,2,1.75227431890379,1.56580001216236,4.42485228559498
ejemplo_0116,0.923067035919225,0.081165495511115,0.112610322810674,-0.019681633494537,0.876712840163193,0.475242266103039,-0.071638102328457,0.785398163397448,4.18879020478639,2.0943951023932,0.724452468344474,1.83097855928162,5.356837924871
ejemplo_0117,0.910962859057497,0.079546265101172,0.132711785057905,0.280474829723991,0.843357845127939,0.43227462904464,-0.152381298185759,0.785398163397448,4.18879020478639,1.83259571459405,1.96398899972228,0.046957466554602,1.74092343356433
ejemplo_0118,0.904384251203963,0.025947834378453,0.115307147235498,-0.241758417869652,0.962258225462197,0.059210211615155,0.11002784084037,0.785398163397448,4.18879020478639,1.5707963267949,0.826375312507729,5.2277017112581,0.647834752623886
ejemplo_0119,0.777303795616945,0.065545055280698,0.166942726395509,-0.597124003733531,0.422069128279165,-0.14193759781852,0.667198841009493,0.785398163397448,4.18879020478639,1.30899693899575,5.79557838590829,6.16291134060437,0.825224256595099
ejemplo_0120,0.815247027705182,0.013387415119435,0.146993161567211,0.271035663576778,0.747892491068167,0.229966330813817,0.560635333853813,0.785398163397448,4.39822971502571,4.28318530717959,5.11341163359587,3.5750424423594,6.13538011823836
ejemplo_0121,0.919361446721542,-0.069372823364935,0.14208862390741,0.327807740559611,0.661250035204888,-0.602512380781758,0.303758633087909,0.785398163397448,4.39822971502571,4.18879020478639,1.57146001584561,5.14569315793016,3.0724817174886
ejemplo_0122,0.901875865260902,-0.043627193788754,-0.014424086710765,0.565311496225961,-0.582346043483373,0.025200952553692,0.583661639877432,0.785398163397448,4.39822971502571,4.45058959258554,4.24566237175988,3.1537113178455,5.09180878862824
ejemplo_0123,0.920698385165681,0.092048577803084,0.125578023601241,0.49210153976486,0.622710020706938,0.457743901687517,-0.400672965322228,0.785398163397448,4.39822971502571,4.71238898038469,4.04533568114351,1.43381835761289,4.42879712741141
ejemplo_0124,0.888271910013299,0.014422879619439,0.120412406071169,-0.196153606676026,0.952016697808307,-0.030385215619007,0.232947866171682,0.785398163397448,4.39822971502571,4.97418836818384,0.945785149805992,3.59899240902761,5.04625382255571
ejemplo_0125,0.932706778264016,0.093397794187593,0.013844847922443,0.35030612503003,0.638684173029945,0.519821905721048,-0.446265988195424,0.785398163397448,4.39822971502571,2,4.97709102816863,4.98547910842489,5.02512986854964
