ruta_imagen1,ruta_imagen2,ruta_imagen3,px,py,pz,qw,qx,qy,qz,t1,t2,t3,t4,t5,t6
"capturas/raw/img_[0.0, -2.303834612632515, -2.0, 70.5396290226421, 111.99209874746225, 91.88529569816032].png","capturas/raw1/img_[0.0, -2.303834612632515, -2.0, 70.5396290226421, 111.99209874746225, 91.88529569816032].png","capturas/raw2/img_[0.0, -2.303834612632515, -2.0, 70.5396290226421, 111.99209874746225, 91.88529569816032].png",0.915658208737367,0.030819599358685,0.034550723506852,0.055071530086859,0.959830959038806,0.183303939047645,-0.205161698604187,0.0,3.979350694547076,4.283185307179586,1.4245906436666758,5.1779485254090005,3.9207013976460843
"capturas/raw/img_[0.0, -2.303834612632515, -2.0943951023931953, 176.17464890716013, 47.83264876445229, 37.75385703331684].png","capturas/raw1/img_[0.0, -2.303834612632515, -2.0943951023931953, 176.17464890716013, 47.83264876445229, 37.75385703331684].png","capturas/raw2/img_[0.0, -2.303834612632515, -2.0943951023931953, 176.17464890716013, 47.83264876445229, 37.75385703331684].png",0.781634548638364,-0.055247854103419,0.142557606792554,-0.099158109086594,0.737004749683662,-0.513092706655137,0.428634509487279,0.0,3.979350694547076,4.188790204786386,0.24546030613160497,3.8503516141951692,0.0547451902392595
"capturas/raw/img_[0.0, -2.303834612632515, -1.832595714594046, 172.49105711316815, 117.15991225106939, 120.36322369699104].png","capturas/raw1/img_[0.0, -2.303834612632515, -1.832595714594046, 172.49105711316815, 117.15991225106939, 120.36322369699104].png","capturas/raw2/img_[0.0, -2.303834612632515, -1.832595714594046, 172.49105711316815, 117.15991225106939, 120.36322369699104].png",0.799804910072931,0.037567935568803,0.143734167211751,0.054179009565413,0.766069733891579,0.336475110163376,0.544964492401423,0.0,3.979350694547076,4.450589592585536,2.8450538193192187,4.062576721836429,0.982702860578847
"capturas/raw/img_[0.0, -2.303834612632515, -1.5707963267948966, 17.437701399904903, 150.66348571410478, 117.877518368825].png","capturas/raw1/img_[0.0, -2.303834612632515, -1.5707963267948966, 17.437701399904903, 150.66348571410478, 117.877518368825].png","capturas/raw2/img_[0.0, -2.303834612632515, -1.5707963267948966, 17.437701399904903, 150.66348571410478, 117.877518368825].png",0.905115448972821,0.071745618762325,-0.03030032558291,-0.466575075584008,-0.582886578402216,-0.256451756388417,0.613826874784439,0.0,3.979350694547076,4.712388980384686,4.8713307855457515,6.15022364897451,4.7801828395924275
"capturas/raw/img_[0.0, -2.303834612632515, -1.308996938995747, 167.88377961495422, 120.70128116733336, 143.13786084195686].png","capturas/raw1/img_[0.0, -2.303834612632515, -1.308996938995747, 167.88377961495422, 120.70128116733336, 143.13786084195686].png","capturas/raw2/img_[0.0, -2.303834612632515, -1.308996938995747, 167.88377961495422, 120.70128116733336, 143.13786084195686].png",0.804837719745662,0.042019264499474,0.148868850092705,0.200912221905764,0.759065730142612,0.449142068469598,0.426292034575833,0.0,3.979350694547076,4.974188368183836,4.520961628284766,1.3207603309208338,4.907784084006096
"capturas/raw/img_[0.0, -2.303834612632515, 2.0, 56.705154734018045, 9.143655233421326, 133.61283388832408].png","capturas/raw1/img_[0.0, -2.303834612632515, 2.0, 56.705154734018045, 9.143655233421326, 133.61283388832408].png","capturas/raw2/img_[0.0, -2.303834612632515, 2.0, 56.705154734018045, 9.143655233421326, 133.61283388832408].png",0.948901573216713,-0.081254215147588,0.097639180905842,0.096686978359232,0.746212133377958,-0.658122099512773,0.026351135614566,0.0,3.979350694547076,2.0,0.15648696940184692,2.86046992624172,1.6659424375526655
"capturas/raw/img_[0.0, -2.303834612632515, 2.0943951023931953, 141.7407160977862, 6.650087701377241, 14.501498909887458].png","capturas/raw1/img_[0.0, -2.303834612632515, 2.0943951023931953, 141.7407160977862, 6.650087701377241, 14.501498909887458].png","capturas/raw2/img_[0.0, -2.303834612632515, 2.0943951023931953, 141.7407160977862, 6.650087701377241, 14.501498909887458].png",0.797787776538139,-0.081746278071166,0.206718597801852,-0.183278998731661,0.708822529683902,-0.672242255644833,-0.109862549405978,0.0,3.979350694547076,2.0943951023932,3.510639339835109,0.3669023941976306,1.9351282955283207
"capturas/raw/img_[0.0, -2.303834612632515, 1.832595714594046, 64.81855846669289, 23.683818902715753, 101.55969041682764].png","capturas/raw1/img_[0.0, -2.303834612632515, 1.832595714594046, 64.81855846669289, 23.683818902715753, 101.55969041682764].png","capturas/raw2/img_[0.0, -2.303834612632515, 1.832595714594046, 64.81855846669289, 23.683818902715753, 101.55969041682764].png",0.935154927201498,-0.07536837074787,0.096464159197344,-0.038600006414458,0.824353291242644,-0.54930801332881,-0.131196025911537,0.0,3.979350694547076,1.8325957145940501,1.9867053948970579,4.8342629811770195,1.028725501954618
"capturas/raw/img_[0.0, -2.303834612632515, 1.5707963267948966, 3.6172028548382817, 99.63178304331318, 174.48244741161773].png","capturas/raw1/img_[0.0, -2.303834612632515, 1.5707963267948966, 3.6172028548382817, 99.63178304331318, 174.48244741161773].png","capturas/raw2/img_[0.0, -2.303834612632515, 1.5707963267948966, 3.6172028548382817, 99.63178304331318, 174.48244741161773].png",0.849611540721743,0.013770079766169,-0.026064438137005,-0.528276401542187,-0.495709441218613,0.416565000438377,0.549244748604977,0.0,3.979350694547076,1.5707963267949,3.617202854838297,5.384003435619384,4.83644411776919
"capturas/raw/img_[0.0, -2.303834612632515, 1.308996938995747, 78.60070907467761, 47.11742051996007, 171.86006141694892].png","capturas/raw1/img_[0.0, -2.303834612632515, 1.308996938995747, 78.60070907467761, 47.11742051996007, 171.86006141694892].png","capturas/raw2/img_[0.0, -2.303834612632515, 1.308996938995747, 78.60070907467761, 47.11742051996007, 171.86006141694892].png",0.919775254056476,-0.056004994549869,0.092655299372798,0.576420590561893,0.724965922231555,-0.340387721143798,0.162172481246854,0.0,3.979350694547076,1.30899693899575,3.2024853885226037,3.135123369702967,2.2140581231001875
"capturas/raw/img_[0.0, -2.0943951023931957, -2.0, 17.318548161090284, 158.68737777759495, 7.742153637495985].png","capturas/raw1/img_[0.0, -2.0943951023931957, -2.0, 17.318548161090284, 158.68737777759495, 7.742153637495985].png","capturas/raw2/img_[0.0, -2.0943951023931957, -2.0, 17.318548161090284, 158.68737777759495, 7.742153637495985].png",0.914753586364899,0.076671600193961,-0.028393273967704,-0.161805300917014,0.717907671879945,0.670326399995774,-0.095342208490137,0.0,4.188790204786386,4.283185307179586,4.752177546731133,1.6077450981053047,1.458968330316397
"capturas/raw/img_[0.0, -2.0943951023931957, -2.0943951023931953, 170.68454728752764, 23.68667010720984, 24.32679683774294].png","capturas/raw1/img_[0.0, -2.0943951023931957, -2.0943951023931953, 170.68454728752764, 23.68667010720984, 24.32679683774294].png","capturas/raw2/img_[0.0, -2.0943951023931957, -2.0943951023931953, 170.68454728752764, 23.68667010720984, 24.32679683774294].png",0.764037105182336,-0.07536672554173,0.154776692201197,-0.072023308629673,0.736015395597321,-0.64192462544319,0.202550625048095,0.0,4.188790204786386,4.188790204786386,1.0385439936791911,4.837114185670977,5.477240916204135
"capturas/raw/img_[0.0, -2.0943951023931957, -1.832595714594046, 3.639519916144256, 11.501808199048892, 3.833485323443624].png","capturas/raw1/img_[0.0, -2.0943951023931957, -1.832595714594046, 3.639519916144256, 11.501808199048892, 3.833485323443624].png","capturas/raw2/img_[0.0, -2.0943951023931957, -1.832595714594046, 3.639519916144256, 11.501808199048892, 3.833485323443624].png",0.908308555642616,-0.080647285330219,-0.048350486121646,0.700663504352128,-0.092576630149814,-0.049041263888695,0.705758581708575,0.0,4.188790204786386,4.450589592585536,3.639519916144259,5.218622891869252,3.833485323443613
"capturas/raw/img_[0.0, -2.0943951023931957, -1.5707963267948966, 35.23628035325308, 116.22828695695817, 13.878536832607818].png","capturas/raw1/img_[0.0, -2.0943951023931957, -1.5707963267948966, 35.23628035325308, 116.22828695695817, 13.878536832607818].png","capturas/raw2/img_[0.0, -2.0943951023931957, -1.5707963267948966, 35.23628035325308, 116.22828695695817, 13.878536832607818].png",0.895813761193859,0.03637238425689,-0.013595110281276,-0.436851340916377,0.737554301103549,0.448973155153142,-0.252185774410555,0.0,4.188790204786386,4.712388980384686,3.8203538173551763,3.1309514277253925,1.3121662182486205
"capturas/raw/img_[0.0, -2.0943951023931957, -1.308996938995747, 117.78494877522313, 96.28666917287187, 126.56201926287147].png","capturas/raw1/img_[0.0, -2.0943951023931957, -1.308996938995747, 117.78494877522313, 96.28666917287187, 126.56201926287147].png","capturas/raw2/img_[0.0, -2.0943951023931957, -1.308996938995747, 117.78494877522313, 96.28666917287187, 126.56201926287147].png",0.891194785019864,0.009012100717311,0.114319652599153,0.295148242806729,0.930353262956241,0.117031300317705,0.18339573501236,0.0,4.188790204786386,4.974188368183836,4.68761324599047,2.0388895651780388,0.8983131192792726
"capturas/raw/img_[0.0, -2.0943951023931957, 2.0, 145.67566884906262, 147.73845144127657, 26.450630516965756].png","capturas/raw1/img_[0.0, -2.0943951023931957, 2.0, 145.67566884906262, 147.73845144127657, 26.450630516965756].png","capturas/raw2/img_[0.0, -2.0943951023931957, 2.0, 145.67566884906262, 147.73845144127657, 26.450630516965756].png",0.816663763716176,0.069594546491384,0.187924698583385,0.599319322266048,-0.540068295601365,-0.148105906412569,-0.572020302550979,0.0,4.188790204786386,2.0,1.1624067839324965,3.225189376146446,1.3178892882474464
"capturas/raw/img_[0.0, -2.0943951023931957, 2.0943951023931953, 67.89665066153067, 21.849692085742827, 144.256243883191].png","capturas/raw1/img_[0.0, -2.0943951023931957, 2.0943951023931953, 67.89665066153067, 21.849692085742827, 144.256243883191].png","capturas/raw2/img_[0.0, -2.0943951023931957, 2.0943951023931953, 67.89665066153067, 21.849692085742827, 144.256243883191].png",0.934205385968816,-0.076387847319799,0.110761672347302,0.27509986834609,0.772483282895783,-0.561796721680574,0.109426155883667,0.0,4.188790204786386,2.0943951023932,5.0647975897348445,3.000136164203976,6.026167125240093
"capturas/raw/img_[0.0, -2.0943951023931957, 1.832595714594046, 5.73658464511251, 164.3119421517895, 97.63008270951896].png","capturas/raw1/img_[0.0, -2.0943951023931957, 1.832595714594046, 5.73658464511251, 164.3119421517895, 97.63008270951896].png","capturas/raw2/img_[0.0, -2.0943951023931957, 1.832595714594046, 5.73658464511251, 164.3119421517895, 97.63008270951896].png",0.912492033908319,0.079234170829906,-0.014092992908031,-0.444543897256985,-0.561497847525907,-0.41033875641694,0.564555573542184,0.0,4.188790204786386,1.8325957145940501,5.736584645112522,0.949124165120665,3.382303101825215
"capturas/raw/img_[0.0, -2.0943951023931957, 1.5707963267948966, 58.054811061743216, 75.4911563242353, 68.98729215849345].png","capturas/raw1/img_[0.0, -2.0943951023931957, 1.5707963267948966, 58.054811061743216, 75.4911563242353, 68.98729215849345].png","capturas/raw2/img_[0.0, -2.0943951023931957, 1.5707963267948966, 58.054811061743216, 75.4911563242353, 68.98729215849345].png",0.912627565626758,-0.020618572572884,0.044097796380469,-0.208383011324178,0.930035246038033,-0.068638238893785,-0.294787642006924,0.0,4.188790204786386,1.5707963267949,1.5061432971269397,0.09293263808018537,6.1554390866976405
"capturas/raw/img_[0.0, -2.0943951023931957, 1.308996938995747, 157.47359695053936, 84.40030091339537, 60.59691739034792].png","capturas/raw1/img_[0.0, -2.0943951023931957, 1.308996938995747, 157.47359695053936, 84.40030091339537, 60.59691739034792].png","capturas/raw2/img_[0.0, -2.0943951023931957, 1.308996938995747, 157.47359695053936, 84.40030091339537, 60.59691739034792].png",0.829366744484323,-0.008030642479147,0.165954395979777,-0.185783538570066,0.813884248439179,-0.178800080686856,0.520679784594476,0.0,4.188790204786386,1.30899693899575,0.3939642710493416,2.718891920060699,4.0482496257316285
"capturas/raw/img_[0.0, -1.884955592153876, -2.0, 154.26609261414416, 131.92055465211678, 91.04672501512357].png","capturas/raw1/img_[0.0, -1.884955592153876, -2.0, 154.26609261414416, 131.92055465211678, 91.04672501512357].png","capturas/raw2/img_[0.0, -1.884955592153876, -2.0, 154.26609261414416, 131.92055465211678, 91.04672501512357].png",0.821245152726534,0.054984591446204,0.154565533046397,-0.172509371487054,0.808771376735198,0.313475103333879,0.466757685006693,0.0,4.398229715025706,4.283185307179586,3.4696452418339305,6.256848508525202,3.0821307146094057
"capturas/raw/img_[0.0, -1.884955592153876, -2.0943951023931953, 141.90539484339726, 141.74144715825264, 5.828100301866883].png","capturas/raw1/img_[0.0, -1.884955592153876, -2.0943951023931953, 141.90539484339726, 141.74144715825264, 5.828100301866883].png","capturas/raw2/img_[0.0, -1.884955592153876, -2.0943951023931953, 141.90539484339726, 141.74144715825264, 5.828100301866883].png",0.836305810183193,0.06462397690372,0.157207251597032,0.682614429849072,-0.491427435103527,-0.050979244694576,-0.538458663965736,0.0,4.398229715025706,4.188790204786386,3.675318085446108,3.5113704003020487,5.828100301866894
"capturas/raw/img_[0.0, -1.884955592153876, -1.832595714594046, 96.374769599023, 144.93404137654028, 113.24829012925828].png","capturas/raw1/img_[0.0, -1.884955592153876, -1.832595714594046, 96.374769599023, 144.93404137654028, 113.24829012925828].png","capturas/raw2/img_[0.0, -1.884955592153876, -1.832595714594046, 96.374769599023, 144.93404137654028, 113.24829012925828].png",0.90787469134166,0.067361826026059,0.115935468382841,0.168254732851439,0.871000002746259,0.455801963382422,-0.072759262405798,0.0,4.398229715025706,4.450589592585536,2.126989991329239,0.42077931140944,0.15095460002546446
"capturas/raw/img_[0.0, -1.884955592153876, -1.5707963267948966, 36.851023724694144, 33.26241905350362, 177.96647948011994].png","capturas/raw1/img_[0.0, -1.884955592153876, -1.5707963267948966, 36.851023724694144, 33.26241905350362, 177.96647948011994].png","capturas/raw2/img_[0.0, -1.884955592153876, -1.5707963267948966, 36.851023724694144, 33.26241905350362, 177.96647948011994].png",0.92184523763494,-0.068816568114832,0.007745174859212,0.375906557178873,0.713889127654825,-0.590731053206556,-0.009664184581889,0.0,4.398229715025706,4.712388980384686,5.435097188796199,1.846492517605597,2.037290879091607
"capturas/raw/img_[0.0, -1.884955592153876, -1.308996938995747, 20.00609670499078, 70.58494919578521, 44.33115830204766].png","capturas/raw1/img_[0.0, -1.884955592153876, -1.308996938995747, 20.00609670499078, 70.58494919578521, 44.33115830204766].png","capturas/raw2/img_[0.0, -1.884955592153876, -1.308996938995747, 20.00609670499078, 70.58494919578521, 44.33115830204766].png",0.873969102238478,-0.027357251802658,-0.028159997757893,-0.399754681199825,0.690354932548707,0.103259999856391,-0.594090594433336,0.0,4.398229715025706,4.974188368183836,1.1565407834520585,1.46991081680968,0.34886115179059374
"capturas/raw/img_[0.0, -1.884955592153876, 2.0, 163.31578765583865, 123.0301192348489, 115.68814884987835].png","capturas/raw1/img_[0.0, -1.884955592153876, 2.0, 163.31578765583865, 123.0301192348489, 115.68814884987835].png","capturas/raw2/img_[0.0, -1.884955592153876, 2.0, 163.31578765583865, 123.0301192348489, 115.68814884987835].png",0.805527063896868,0.044860070168023,0.178136913728104,0.005151938075318,0.787093110488228,0.349587642753321,0.508179469272629,0.0,4.398229715025706,2.0,6.236154976349333,3.649598398436787,2.5908133206454593
"capturas/raw/img_[0.0, -1.884955592153876, 2.0943951023931953, 135.71953941985538, 88.89352204208635, 165.592053779474].png","capturas/raw1/img_[0.0, -1.884955592153876, 2.0943951023931953, 135.71953941985538, 88.89352204208635, 165.592053779474].png","capturas/raw2/img_[0.0, -1.884955592153876, 2.0943951023931953, 135.71953941985538, 88.89352204208635, 165.592053779474].png",0.86354900114527,-0.001589252762031,0.163303551376652,0.567232365067842,0.72522916649311,0.232074416549038,0.313738051996686,0.0,4.398229715025706,2.0943951023932,3.7726479690836996,0.9289277415720321,2.2292357928047792
"capturas/raw/img_[0.0, -1.884955592153876, 1.832595714594046, 147.00054338489656, 143.1622264460194, 74.29613164755052].png","capturas/raw1/img_[0.0, -1.884955592153876, 1.832595714594046, 147.00054338489656, 143.1622264460194, 74.29613164755052].png","capturas/raw2/img_[0.0, -1.884955592153876, 1.832595714594046, 147.00054338489656, 143.1622264460194, 74.29613164755052].png",0.818512888890173,0.065867675592561,0.186773173227877,-0.31872827988478,0.749605980687898,0.331400337863245,0.476106052663429,0.0,4.398229715025706,1.8325957145940501,2.4872813197665167,4.932149688068051,5.1810932685750615
"capturas/raw/img_[0.0, -1.884955592153876, 1.5707963267948966, 105.29882802659128, 133.2326962836365, 5.872179107493856].png","capturas/raw1/img_[0.0, -1.884955592153876, 1.5707963267948966, 105.29882802659128, 133.2326962836365, 5.872179107493856].png","capturas/raw2/img_[0.0, -1.884955592153876, 1.5707963267948966, 105.29882802659128, 133.2326962836365, 5.872179107493856].png",0.895727473623518,0.056372453754361,0.145017004681493,0.653185796184798,-0.652111662819051,-0.18994232250057,-0.334694799781672,0.0,4.398229715025706,1.5707963267949,4.767863111717624,1.285804832865658,5.872179107493881
"capturas/raw/img_[0.0, -1.884955592153876, 1.308996938995747, 20.67039800748381, 120.92200333028593, 27.460165453097222].png","capturas/raw1/img_[0.0, -1.884955592153876, 1.308996938995747, 20.67039800748381, 120.92200333028593, 27.460165453097222].png","capturas/raw2/img_[0.0, -1.884955592153876, 1.308996938995747, 20.67039800748381, 120.92200333028593, 27.460165453097222].png",0.885719988055402,0.042291561682082,-0.004408115730657,-0.279507757187592,0.754482327847276,0.473371299014047,-0.358540714435434,0.0,4.398229715025706,1.30899693899575,1.820842085945067,1.541482493873822,2.327424224378877
"capturas/raw/img_[0.0, -1.6755160819145565, -2.0, 3.0596163981265767, 87.0210469553727, 113.30363283126889].png","capturas/raw1/img_[0.0, -1.6755160819145565, -2.0, 3.0596163981265767, 87.0210469553727, 113.30363283126889].png","capturas/raw2/img_[0.0, -1.6755160819145565, -2.0, 3.0596163981265767, 87.0210469553727, 113.30363283126889].png",0.842203708354848,-0.004277058368296,-0.043347491120609,-0.123894506092918,-0.692302519843992,0.161431212002551,0.692320255495272,0.0,4.607669225265026,4.283185307179586,3.0596163981266002,5.33963796203804,0.2062973020364609
"capturas/raw/img_[0.0, -1.6755160819145565, -2.0943951023931953, 55.75982450234534, 135.78335054208083, 63.064833740471634].png","capturas/raw1/img_[0.0, -1.6755160819145565, -2.0943951023931953, 55.75982450234534, 135.78335054208083, 63.064833740471634].png","capturas/raw2/img_[0.0, -1.6755160819145565, -2.0943951023931953, 55.75982450234534, 135.78335054208083, 63.064833740471634].png",0.922665930278194,0.058985067549844,0.033435303109659,-0.079665681593921,0.876575411166746,0.427542193455142,-0.206098521415348,0.0,4.607669225265026,4.188790204786386,5.4943420449086275,3.8364590913096492,0.23298066867575074
"capturas/raw/img_[0.0, -1.6755160819145565, -1.832595714594046, 46.89927910717472, 28.05936507065989, 25.61179601651466].png","capturas/raw1/img_[0.0, -1.6755160819145565, -1.832595714594046, 46.89927910717472, 28.05936507065989, 25.61179601651466].png","capturas/raw2/img_[0.0, -1.6755160819145565, -1.832595714594046, 46.89927910717472, 28.05936507065989, 25.61179601651466].png",0.932540860788339,-0.072626514954609,0.032338987874761,0.591842005024448,-0.557938095936565,0.219216331610046,0.538862062263392,0.0,4.607669225265026,4.450589592585536,2.9169819569176028,2.9266238419415274,0.47905478779636823
"capturas/raw/img_[0.0, -1.6755160819145565, -1.5707963267948966, 40.923291430819646, 86.54046416613356, 85.74052566927453].png","capturas/raw1/img_[0.0, -1.6755160819145565, -1.5707963267948966, 40.923291430819646, 86.54046416613356, 85.74052566927453].png","capturas/raw2/img_[0.0, -1.6755160819145565, -1.5707963267948966, 40.923291430819646, 86.54046416613356, 85.74052566927453].png",0.895659443042723,-0.004966278996643,-0.003890085948129,-0.046639769963711,0.896031450075706,-0.010696945085432,-0.441404517080193,0.0,4.607669225265026,4.712388980384686,3.224179587742107,4.859055172798946,4.059116675939897
"capturas/raw/img_[0.0, -1.6755160819145565, -1.308996938995747, 118.04363842906328, 171.76814120840555, 84.57327268330458].png","capturas/raw1/img_[0.0, -1.6755160819145565, -1.308996938995747, 118.04363842906328, 171.76814120840555, 84.57327268330458].png","capturas/raw2/img_[0.0, -1.6755160819145565, -1.308996938995747, 118.04363842906328, 171.76814120840555, 84.57327268330458].png",0.861037131491289,0.081452044203426,0.184600168415969,-0.176774768958406,0.730480436344134,0.63046166822277,0.194080133140791,0.0,4.607669225265026,4.974188368183836,4.946302899830478,2.122137914557129,2.8918636899699877
"capturas/raw/img_[0.0, -1.6755160819145565, 2.0, 87.2274580756008, 168.17729375592342, 108.43075426083534].png","capturas/raw1/img_[0.0, -1.6755160819145565, 2.0, 87.2274580756008, 168.17729375592342, 108.43075426083534].png","capturas/raw2/img_[0.0, -1.6755160819145565, 2.0, 87.2274580756008, 168.17729375592342, 108.43075426083534].png",0.915567578981836,0.080554110051728,0.167114777787748,0.137567649878574,0.763821725494045,0.619586777681307,-0.11731895964711,0.0,4.607669225265026,2.0,5.546049082266201,4.814475769253704,1.6166040387820502
"capturas/raw/img_[0.0, -1.6755160819145565, 2.0943951023931953, 19.543270543750435, 55.596595934577195, 8.407371807253325].png","capturas/raw1/img_[0.0, -1.6755160819145565, 2.0943951023931953, 19.543270543750435, 55.596595934577195, 8.407371807253325].png","capturas/raw2/img_[0.0, -1.6755160819145565, 2.0943951023931953, 19.543270543750435, 55.596595934577195, 8.407371807253325].png",0.888139049298494,-0.046500818791197,0.004718079274726,0.639627281157682,-0.481370744992778,-0.174812314220293,0.573236253093674,0.0,4.607669225265026,2.0943951023932,0.6937146222116866,5.33111347714047,2.1241865000737583
