imagenes,px1,py1,pz1,roll1,pitch1,yaw1,px2,py2,pz2,roll2,pitch2,yaw2,px3,py3,pz3,roll3,pitch3,yaw3,px4,py4,pz4,roll4,pitch4,yaw4,px5,py5,pz5,roll5,pitch5,yaw5,px6,py6,pz6,roll6,pitch6,yaw6,t1,t2,t3,t4,t5,t6,tstamp
ejemplo_0023.bin,0,0,0.089159,0,0,1.5707963267949,0.212500000000002,2.25372238229042E-17,0.457219796608385,-2.0943951023932,0,1.5707963267949,0.552198464634446,1.05280311487653E-17,0.261094796608383,2.61799387799149,0,1.5707963267949,0.552198464634446,-0.10915,0.261094796608383,0,0.502324070602946,3.14159265358979,0.597769013857288,-0.10915,0.17813729216467,2.06301678562332,0.992832297555254,-0.569478037765112,0.66670157430965,-0.084906761302375,0.216003602876587,-1.46519316778359,0.992832297555254,-0.569478037765112,0,-2.0943951023932,-1.5707963267949,-2.11566980738854,-1.86980347290449,2.75497535377268,20:05:48
ejemplo_0024.bin,0,0,0.089159,0,0,1.5707963267949,0.212500000000002,2.25372238229042E-17,0.457219796608385,-2.0943951023932,0,1.5707963267949,0.591384405361888,1.63208082621585E-17,0.355698026166919,2.87979326579064,0,1.5707963267949,0.591384405361888,-0.10915,0.355698026166919,0,0.241933860496226,3.14159265358979,0.614060710374047,-0.10915,0.263804567798025,2.24007649301596,1.26035078740748,-0.693239752253623,0.692426569539871,-0.093083928827972,0.283142703031225,2.68112298278726,1.26035078740747,-0.693239752253623,0,-2.0943951023932,-1.30899693899575,-2.63785940529441,-1.76727146190841,0.441046489771294,20:05:50
ejemplo_0025.bin,0,0,0.089159,0,0,1.5707963267949,0.212500000000002,2.25372238229042E-17,0.457219796608385,-2.0943951023932,0,1.5707963267949,-0.178003738106543,2.48010762837653E-17,0.494191313007028,-0.0943951023932,0,1.5707963267949,-0.178003738106543,-0.10915,0.494191313007028,0,-0.824044086861818,3.14159265358979,-0.24746726002091,-0.10915,0.429899465753646,-1.91357028254815,0.677360437030711,-2.62398171384035,-0.195886691037773,-0.077417825600413,0.374169724939158,-0.43395353404872,0.677360437030711,-2.62398171384035,0,-2.0943951023932,2,-0.729648984468618,-1.9666187204878,1.47961674849943,20:05:52
ejemplo_0026.bin,0,0,0.089159,0,0,1.5707963267949,0.212500000000002,2.25372238229042E-17,0.457219796608385,-2.0943951023932,0,1.5707963267949,-0.179749999999998,2.25372238229042E-17,0.457219796608385,0,0,1.5707963267949,-0.179749999999998,-0.10915,0.457219796608385,-3.14159265358979,-0.097051804386673,0,-0.188921539578643,-0.10915,0.55142438971168,-0.305415325566093,-1.24268260678807,-1.86083986084813,-0.266830990620577,-0.083735949529934,0.543839307177561,-0.250904661157339,-1.24268260678807,-1.86083986084813,0,-2.0943951023932,2.0943951023932,-3.04454084920312,-1.88472501797229,0.054510664408754,20:05:54
ejemplo_0027.bin,0,0,0.089159,0,0,1.5707963267949,0.212500000000002,2.25372238229042E-17,0.457219796608385,-2.0943951023932,0,1.5707963267949,-0.166384405361885,2.87536393836498E-17,0.558741567049849,-0.26179938779915,0,1.5707963267949,-0.166384405361885,-0.10915,0.558741567049849,0,-0.802463367962069,3.14159265358979,-0.234444395781383,-0.10915,0.492965734070724,-1.84576308702598,0.727052234908079,-2.74019625485741,-0.179742043113316,-0.085125849184506,0.436363765993874,-1.00183499005634,0.727052234908079,-2.74019625485741,0,-2.0943951023932,1.83259571459405,-0.540663980162919,-1.86701899850874,0.843928096969641,20:05:56
ejemplo_0028.bin,0,0,0.089159,0,0,1.5707963267949,0.212500000000002,2.25372238229042E-17,0.457219796608385,-2.0943951023932,0,1.5707963267949,-0.127198464634444,3.4546416497043E-17,0.653344796608386,-0.5235987755983,0,1.5707963267949,-0.127198464634444,-0.10915,0.653344796608386,0,-0.556945547340189,3.14159265358979,-0.177230059321202,-0.10915,0.572998906650654,-2.24566544605774,0.827114331932931,-2.31440801509533,-0.116658836684817,-0.068140486671505,0.535281048746295,-1.55007803158848,0.82711433193293,-2.31440801509533,0,-2.0943951023932,1.5707963267949,-0.033346771741889,-2.09242513955829,0.695587414469257,20:05:58
ejemplo_0029.bin,0,0,0.089159,0,0,1.5707963267949,0.212500000000002,2.25372238229042E-17,0.457219796608385,-2.0943951023932,0,1.5707963267949,-0.064862634920421,3.95207869758228E-17,0.734582431528809,-0.78539816339745,0,1.5707963267949,-0.064862634920421,-0.10915,0.734582431528809,0,-0.767583882420259,3.14159265358979,-0.130587467316934,-0.10915,0.666473189083673,-2.19685978392384,0.541527903910317,-2.19007809501251,-0.088166270778256,-0.051722056670675,0.625537099759085,-0.869744710737381,0.541527903910317,-2.19007809501251,0,-2.0943951023932,1.30899693899575,0.017814280977191,-2.34310093285742,1.32711507318646,20:06:00
ejemplo_0030.bin,0,0,0.089159,0,0,1.5707963267949,0.131332222609354,2.47500517678932E-17,0.49335801942544,-1.88495559215388,0,1.5707963267949,0.420105416775689,8.49518871821959E-18,0.227895960307809,2.39822971502571,0,1.5707963267949,0.420105416775689,-0.10915,0.227895960307809,-3.14159265358979,1.00437943911647,0,0.499973843818419,-0.10915,0.278686282828149,1.34727421799189,-0.524934419036328,-0.425837213027728,0.458728684046895,-0.079730671007878,0.343544820254418,-1.85337661734273,-0.524934419036328,-0.425837213027728,0,-1.88495559215388,-2,-0.261016500552379,-1.9363479321357,3.08253447184497,20:06:02
ejemplo_0031.bin,0,0,0.089159,0,0,1.5707963267949,0.131332222609354,2.47500517678932E-17,0.49335801942544,-1.88495559215388,0,1.5707963267949,0.393798702953614,6.90091297999858E-18,0.20185946163193,2.30383461263251,0,1.5707963267949,0.393798702953614,-0.10915,0.20185946163193,0,0.103021154904226,3.14159265358979,0.403532416024286,-0.10915,0.107711294736032,2.78271841590807,1.27363745204174,-1.22641196403245,0.482225391556043,-0.086467106964534,0.115847139221995,-2.67490979767992,1.27363745204174,-1.22641196403245,0,-1.88495559215388,-2.0943951023932,-2.20081345772828,-1.85002295108198,0.825557093591599,20:06:04
ejemplo_0032.bin,0,0,0.089159,0,0,1.5707963267949,0.131332222609354,2.47500517678932E-17,0.49335801942544,-1.88495559215388,0,1.5707963267949,0.460300752885945,1.16687015491881E-17,0.279723357940793,2.56563400043166,0,1.5707963267949,0.460300752885945,-0.10915,0.279723357940793,-3.14159265358979,0.886616946324022,0,0.533648631756784,-0.10915,0.339545687928421,1.02273628174312,-0.432516447485503,-0.969087770187669,0.499152023440268,-0.047552017901751,0.381841817965112,-2.15450825687255,-0.432516447485503,-0.969087770187669,0,-1.88495559215388,-1.83259571459405,-0.310658293165885,-2.41652815273961,3.10594076856392,20:06:06
ejemplo_0033.bin,0,0,0.089159,0,0,1.5707963267949,0.131332222609354,2.47500517678932E-17,0.49335801942544,-1.88495559215388,0,1.5707963267949,0.504384141126127,1.7327962517829E-17,0.372146103381864,2.82743338823081,0,1.5707963267949,0.504384141126127,-0.10915,0.372146103381864,0,1.37075710996808,3.14159265358979,0.597146705212211,-0.10915,0.353338413354238,1.61651771386997,0.194812112566509,-0.232091505077917,0.613078520684912,-0.090577973728327,0.431916699769176,2.08155837556584,0.194812112566509,-0.232091505077917,0,-1.88495559215388,-1.5707963267949,-1.45667627826273,-1.79841938222182,0.46504066169588,20:06:08
ejemplo_0034.bin,0,0,0.089159,0,0,1.5707963267949,0.131332222609354,2.47500517678932E-17,0.49335801942544,-1.88495559215388,0,1.5707963267949,0.523044657616836,2.34930266032794E-17,0.472829240589142,3.08923277602996,0,1.5707963267949,0.523044657616836,-0.10915,0.472829240589142,-3.14159265358979,1.02514859034312,0,0.603950655403631,-0.10915,0.521949928920263,1.09035293113015,-0.26945477225892,-1.09856136572813,0.582041907986814,-0.038502091984589,0.558035519945937,1.53219883120958,-0.26945477225892,-1.09856136572813,0,-1.88495559215388,-1.30899693899575,-0.972788712783287,-2.6029764031765,0.441845900079425,20:06:10
ejemplo_0035.bin,0,0,0.089159,0,0,1.5707963267949,0.131332222609354,2.47500517678932E-17,0.49335801942544,-1.88495559215388,0,1.5707963267949,-0.258324882383683,2.19929620317272E-17,0.448331327025875,0.11504440784612,0,1.5707963267949,-0.258324882383683,-0.10915,0.448331327025875,0,0.032990443998476,3.14159265358979,-0.255202903242235,-0.10915,0.353732829436112,3.10166224126035,0.598346495250937,-1.54829627976803,-0.208845205667366,-0.041165345611883,0.355262745540086,-0.987885009451886,0.598346495250936,-1.54829627976803,0,-1.88495559215388,2,-0.082053963847644,-2.54287496574712,2.19363805646735,20:06:12
ejemplo_0036.bin,0,0,0.089159,0,0,1.5707963267949,0.131332222609354,2.47500517678932E-17,0.49335801942544,-1.88495559215388,0,1.5707963267949,-0.252346173778481,1.97563486594203E-17,0.411804658702174,0.20943951023932,0,1.5707963267949,-0.252346173778481,-0.10915,0.411804658702174,0,-1.26002110779706,3.14159265358979,-0.342462135567174,-0.10915,0.382860990467154,-1.81848828496376,0.189658415315664,-2.2114056129027,-0.326946655931884,-0.044350630419213,0.334553624635228,-0.474555299168986,0.189658415315664,-2.2114056129027,0,-1.88495559215388,2.0943951023932,-1.46946061803638,-2.47730418843823,1.34393298579477,20:06:14
ejemplo_0037.bin,0,0,0.089159,0,0,1.5707963267949,0.131332222609354,2.47500517678932E-17,0.49335801942544,-1.88495559215388,0,1.5707963267949,-0.260380212398127,2.60070769325068E-17,0.513886798261735,-0.05235987755983,0,1.5707963267949,-0.260380212398127,-0.10915,0.513886798261735,-3.14159265358979,0.046721131726737,0,-0.25595966593192,-0.10915,0.608433513006035,0.073725676983333,-0.884004536533263,-1.51374388995923,-0.319600954539885,-0.057051800065772,0.61140907142942,2.84266572860505,-0.884004536533263,-1.51374388995923,0,-1.88495559215388,1.83259571459405,-3.1359539077567,-2.25625473585632,2.76894005162172,20:06:16
ejemplo_0038.bin,0,0,0.089159,0,0,1.5707963267949,0.131332222609354,2.47500517678932E-17,0.49335801942544,-1.88495559215388,0,1.5707963267949,-0.24171969590742,3.21721410179572E-17,0.614569935469013,-0.31415926535898,0,1.5707963267949,-0.24171969590742,-0.10915,0.614569935469013,-3.14159265358979,0.532999484370067,0,-0.193626228815884,-0.10915,0.696090736023935,0.682654459477458,-0.634369970089872,-1.12175188131611,-0.242402984417019,-0.049433507980255,0.724866745022456,2.83239265087276,-0.634369970089872,-1.12175188131611,0,-1.88495559215388,1.5707963267949,-3.36043287260088,-2.38269541491222,2.1497381913953,20:06:18
ejemplo_0039.bin,0,0,0.089159,0,0,1.5707963267949,0.131332222609354,2.47500517678932E-17,0.49335801942544,-1.88495559215388,0,1.5707963267949,-0.197636307667238,3.78314019865981E-17,0.706992680910085,-0.57595865315813,0,1.5707963267949,-0.197636307667238,-0.10915,0.706992680910085,-3.14159265358979,0.149267833229507,0,-0.183560513638839,-0.10915,0.800590194351789,0.277470623422102,-0.996906086486276,-1.33601865699747,-0.252675667772467,-0.065694843219367,0.810984174256308,1.22569103888919,-0.996906086486276,-1.33601865699747,0,-1.88495559215388,1.30899693899575,-2.71490183366117,-2.12705095633241,0.948220415467092,20:06:20
ejemplo_0040.bin,0,0,0.089159,0,0,1.5707963267949,0.044424596888754,2.58811836867002E-17,0.511830805531516,-1.67551608191456,0,1.5707963267949,0.382080069477903,1.3657876634946E-17,0.312209052381718,2.60766922526503,0,1.5707963267949,0.382080069477903,-0.10915,0.312209052381718,-3.14159265358979,0.472347135279895,0,0.42514370569321,-0.10915,0.396495146940166,0.740077478837302,-0.830244158105519,-0.977697718323969,0.364398394564548,-0.063105934546905,0.427531274476202,1.81282954591311,-0.830244158105518,-0.977697718323969,0,-1.67551608191456,-2,0.061576293044872,-2.16453792316808,1.07275206707581,20:06:22
ejemplo_0041.bin,0,0,0.089159,0,0,1.5707963267949,0.044424596888754,2.58811836867002E-17,0.511830805531516,-1.67551608191456,0,1.5707963267949,0.361761512932325,1.17635309951049E-17,0.281272040319791,2.51327412287183,0,1.5707963267949,0.361761512932325,-0.10915,0.281272040319791,0,1.22450979411564,3.14159265358979,0.450793048500794,-0.10915,0.249147156283882,1.85642590396946,0.198520837663192,-0.97939122739791,0.467024208117979,-0.042169874401179,0.294130511341587,1.95895087145304,0.198520837663192,-0.97939122739791,0,-1.67551608191456,-2.0943951023932,-1.28876432875619,-2.52154933789358,0.102524967483578,20:06:24
ejemplo_0042.bin,0,0,0.089159,0,0,1.5707963267949,0.044424596888754,2.58811836867002E-17,0.511830805531516,-1.67551608191456,0,1.5707963267949,0.410621519182281,1.72737641780489E-17,0.371260977322369,2.77507351067098,0,1.5707963267949,0.410621519182281,-0.10915,0.371260977322369,-3.14159265358979,0.388170844075209,0,0.446446163420536,-0.10915,0.458869295221998,0.939533064497077,-1.08280583484515,-0.691379688044644,0.373752482533551,-0.084547215909295,0.488595071479101,2.25555095565906,-1.08280583484515,-0.691379688044644,0,-1.67551608191456,-1.83259571459405,-0.021651701156393,-1.87437827401783,1.31601789116198,20:06:26
